geographicAreaM49,geographicAreaM49_description,measuredElement,measuredElement_description,timePointYears,Value_unpd,flagObservationStatus,flagMethod,Value_faostat,Flag,(Value_unpd-Value_faostat)/Value_faostat
800,Uganda,511,Total Population [1000],2012,36307,X,h,36346,,-0.00107302
800,Uganda,511,Total Population [1000],2013,37554,X,h,37579,,-0.000665265
804,Ukraine,511,Total Population [1000],2000,48840,X,h,49057,,-0.004423426
804,Ukraine,511,Total Population [1000],2001,48403,X,h,48621,,-0.004483659
804,Ukraine,511,Total Population [1000],2002,47980,X,h,48201,,-0.004584967
804,Ukraine,511,Total Population [1000],2003,47581,X,h,47807,,-0.004727341
804,Ukraine,511,Total Population [1000],2004,47216,X,h,47450,,-0.004931507
804,Ukraine,511,Total Population [1000],2005,46892,X,h,47136,,-0.005176511
804,Ukraine,511,Total Population [1000],2006,46616,X,h,46871,,-0.005440464
804,Ukraine,511,Total Population [1000],2007,46386,X,h,46653,,-0.005723105
804,Ukraine,511,Total Population [1000],2008,46186,X,h,46461,,-0.005918943
804,Ukraine,511,Total Population [1000],2009,45994,X,h,46267,,-0.005900534
804,Ukraine,511,Total Population [1000],2010,45793,X,h,46050,,-0.00558089
804,Ukraine,511,Total Population [1000],2011,45576,X,h,45803,,-0.004956007
804,Ukraine,511,Total Population [1000],2012,45349,X,h,45530,,-0.003975401
804,Ukraine,511,Total Population [1000],2013,45116,X,h,45239,,-0.002718893
807,The former Yugoslav Republic of Macedonia,511,Total Population [1000],2000,2035,X,h,2052,,-0.0082846
807,The former Yugoslav Republic of Macedonia,511,Total Population [1000],2001,2043,X,h,2065,,-0.010653753
807,The former Yugoslav Republic of Macedonia,511,Total Population [1000],2002,2049,X,h,2074,,-0.012054002
807,The former Yugoslav Republic of Macedonia,511,Total Population [1000],2003,2053,X,h,2081,,-0.01345507
807,The former Yugoslav Republic of Macedonia,511,Total Population [1000],2004,2057,X,h,2086,,-0.013902205
807,The former Yugoslav Republic of Macedonia,511,Total Population [1000],2005,2060,X,h,2090,,-0.014354067
807,The former Yugoslav Republic of Macedonia,511,Total Population [1000],2006,2063,X,h,2094,,-0.014804202
807,The former Yugoslav Republic of Macedonia,511,Total Population [1000],2007,2065,X,h,2097,,-0.015259895
807,The former Yugoslav Republic of Macedonia,511,Total Population [1000],2008,2067,X,h,2099,,-0.015245355
807,The former Yugoslav Republic of Macedonia,511,Total Population [1000],2009,2069,X,h,2101,,-0.015230842
807,The former Yugoslav Republic of Macedonia,511,Total Population [1000],2010,2071,X,h,2102,,-0.014747859
807,The former Yugoslav Republic of Macedonia,511,Total Population [1000],2011,2072,X,h,2104,,-0.015209125
807,The former Yugoslav Republic of Macedonia,511,Total Population [1000],2012,2074,X,h,2106,,-0.015194682
807,The former Yugoslav Republic of Macedonia,511,Total Population [1000],2013,2076,X,h,2107,,-0.014712862
818,Egypt,511,Total Population [1000],2000,69906,X,h,66137,,0.056987768
818,Egypt,511,Total Population [1000],2001,71227,X,h,67204,,0.059862508
818,Egypt,511,Total Population [1000],2002,72590,X,h,68303,,0.062764447
818,Egypt,511,Total Population [1000],2003,73982,X,h,69432,,0.065531743
818,Egypt,511,Total Population [1000],2004,75382,X,h,70591,,0.067869842
818,Egypt,511,Total Population [1000],2005,76778,X,h,71778,,0.069659227
818,Egypt,511,Total Population [1000],2006,78159,X,h,72991,,0.07080325
818,Egypt,511,Total Population [1000],2007,79537,X,h,74230,,0.071494005
818,Egypt,511,Total Population [1000],2008,80954,X,h,75492,,0.072352037
818,Egypt,511,Total Population [1000],2009,82465,X,h,76775,,0.074112667
818,Egypt,511,Total Population [1000],2010,84108,X,h,78076,,0.077258056
818,Egypt,511,Total Population [1000],2011,85898,X,h,79392,,0.081947803
818,Egypt,511,Total Population [1000],2012,87813,X,h,80722,,0.087844702
818,Egypt,511,Total Population [1000],2013,89807,X,h,82056,,0.094459881
826,United Kingdom,511,Total Population [1000],2000,58951,X,h,59177,,-0.003819051
826,United Kingdom,511,Total Population [1000],2001,59149,X,h,59411,,-0.004409958
826,United Kingdom,511,Total Population [1000],2002,59349,X,h,59661,,-0.005229547
826,United Kingdom,511,Total Population [1000],2003,59580,X,h,59929,,-0.005823558
826,United Kingdom,511,Total Population [1000],2004,59884,X,h,60217,,-0.00553
826,United Kingdom,511,Total Population [1000],2005,60287,X,h,60526,,-0.003948716
826,United Kingdom,511,Total Population [1000],2006,60803,X,h,60857,,-0.000887326
826,United Kingdom,511,Total Population [1000],2007,61415,X,h,61209,,0.003365518
826,United Kingdom,511,Total Population [1000],2008,62076,X,h,61573,,0.008169165
826,United Kingdom,511,Total Population [1000],2009,62723,X,h,61943,,0.012592222
826,United Kingdom,511,Total Population [1000],2010,63307,X,h,62310,,0.016000642
826,United Kingdom,511,Total Population [1000],2011,63812,X,h,62672,,0.018189941
826,United Kingdom,511,Total Population [1000],2012,64250,X,h,63030,,0.019355862
826,United Kingdom,511,Total Population [1000],2013,64641,X,h,63384,,0.019831503
834,United Republic of Tanzania,511,Total Population [1000],2000,34178,X,h,34021,,0.004614797
834,United Republic of Tanzania,511,Total Population [1000],2001,35117,X,h,34895,,0.006361943
834,United Republic of Tanzania,511,Total Population [1000],2002,36106,X,h,35806,,0.008378484
834,United Republic of Tanzania,511,Total Population [1000],2003,37149,X,h,36761,,0.010554664
834,United Republic of Tanzania,511,Total Population [1000],2004,38250,X,h,37765,,0.012842579
834,United Republic of Tanzania,511,Total Population [1000],2005,39411,X,h,38824,,0.015119514
834,United Republic of Tanzania,511,Total Population [1000],2006,40635,X,h,39942,,0.017350158
834,United Republic of Tanzania,511,Total Population [1000],2007,41924,X,h,41120,,0.019552529
834,United Republic of Tanzania,511,Total Population [1000],2008,43270,X,h,42354,,0.021627237
834,United Republic of Tanzania,511,Total Population [1000],2009,44664,X,h,43640,,0.023464711
834,United Republic of Tanzania,511,Total Population [1000],2010,46099,X,h,44973,,0.025037245
834,United Republic of Tanzania,511,Total Population [1000],2011,47571,X,h,46355,,0.026232337
834,United Republic of Tanzania,511,Total Population [1000],2012,49083,X,h,47783,,0.027206329
834,United Republic of Tanzania,511,Total Population [1000],2013,50637,X,h,49253,,0.028099811
84,Belize,511,Total Population [1000],2000,247,X,h,239,,0.033472803
84,Belize,511,Total Population [1000],2001,255,X,h,245,,0.040816327
84,Belize,511,Total Population [1000],2002,262,X,h,252,,0.03968254
84,Belize,511,Total Population [1000],2003,269,X,h,258,,0.042635659
84,Belize,511,Total Population [1000],2004,276,X,h,265,,0.041509434
84,Belize,511,Total Population [1000],2005,283,X,h,272,,0.040441176
84,Belize,511,Total Population [1000],2006,291,X,h,279,,0.043010753
84,Belize,511,Total Population [1000],2007,298,X,h,286,,0.041958042
84,Belize,511,Total Population [1000],2008,306,X,h,294,,0.040816327
84,Belize,511,Total Population [1000],2009,314,X,h,301,,0.043189369
84,Belize,511,Total Population [1000],2010,322,X,h,309,,0.042071197
84,Belize,511,Total Population [1000],2011,329,X,h,316,,0.041139241
84,Belize,511,Total Population [1000],2012,337,X,h,324,,0.040123457
84,Belize,511,Total Population [1000],2013,344,X,h,332,,0.036144578
840,United States of America,511,Total Population [1000],2000,281983,X,h,284594,,-0.009174473
840,United States of America,511,Total Population [1000],2001,284852,X,h,287533,,-0.009324147
840,United States of America,511,Total Population [1000],2002,287507,X,h,290270,,-0.009518724
840,United States of America,511,Total Population [1000],2003,290028,X,h,292883,,-0.00974792
840,United States of America,511,Total Population [1000],2004,292539,X,h,295487,,-0.00997675
840,United States of America,511,Total Population [1000],2005,295130,X,h,298166,,-0.010182247
840,United States of America,511,Total Population [1000],2006,297827,X,h,300943,,-0.01035412
840,United States of America,511,Total Population [1000],2007,300595,X,h,303787,,-0.010507362
840,United States of America,511,Total Population [1000],2008,303374,X,h,306657,,-0.010705772
840,United States of America,511,Total Population [1000],2009,306076,X,h,309492,,-0.011037442
840,United States of America,511,Total Population [1000],2010,308641,X,h,312247,,-0.01154855
840,United States of America,511,Total Population [1000],2011,311051,X,h,314912,,-0.012260568
840,United States of America,511,Total Population [1000],2012,313335,X,h,317505,,-0.013133651
840,United States of America,511,Total Population [1000],2013,315537,X,h,320051,,-0.014104002
854,Burkina Faso,511,Total Population [1000],2000,11608,X,h,11608,,0
854,Burkina Faso,511,Total Population [1000],2001,11945,X,h,11946,,-8.37E-05
854,Burkina Faso,511,Total Population [1000],2002,12293,X,h,12296,,-0.000243982
854,Burkina Faso,511,Total Population [1000],2003,12655,X,h,12659,,-0.000315981
854,Burkina Faso,511,Total Population [1000],2004,13031,X,h,13034,,-0.000230167
854,Burkina Faso,511,Total Population [1000],2005,13422,X,h,13422,,0
854,Burkina Faso,511,Total Population [1000],2006,13829,X,h,13822,,0.000506439
854,Burkina Faso,511,Total Population [1000],2007,14252,X,h,14235,,0.00119424
854,Burkina Faso,511,Total Population [1000],2008,14690,X,h,14660,,0.002046385
854,Burkina Faso,511,Total Population [1000],2009,15141,X,h,15095,,0.003047367
854,Burkina Faso,511,Total Population [1000],2010,15605,X,h,15540,,0.004182754
854,Burkina Faso,511,Total Population [1000],2011,16082,X,h,15995,,0.0054392
854,Burkina Faso,511,Total Population [1000],2012,16571,X,h,16460,,0.006743621
854,Burkina Faso,511,Total Population [1000],2013,17073,X,h,16935,,0.008148804
858,Uruguay,511,Total Population [1000],2000,3321,X,h,3321,,0
858,Uruguay,511,Total Population [1000],2001,3327,X,h,3327,,0
858,Uruguay,511,Total Population [1000],2002,3328,X,h,3328,,0
858,Uruguay,511,Total Population [1000],2003,3326,X,h,3325,,0.000300752
858,Uruguay,511,Total Population [1000],2004,3324,X,h,3324,,0
858,Uruguay,511,Total Population [1000],2005,3326,X,h,3325,,0.000300752
858,Uruguay,511,Total Population [1000],2006,3331,X,h,3330,,0.0003003
858,Uruguay,511,Total Population [1000],2007,3340,X,h,3338,,0.000599161
858,Uruguay,511,Total Population [1000],2008,3351,X,h,3349,,0.000597193
858,Uruguay,511,Total Population [1000],2009,3363,X,h,3360,,0.000892857
858,Uruguay,511,Total Population [1000],2010,3374,X,h,3372,,0.00059312
858,Uruguay,511,Total Population [1000],2011,3386,X,h,3383,,0.000886787
858,Uruguay,511,Total Population [1000],2012,3397,X,h,3395,,0.000589102
858,Uruguay,511,Total Population [1000],2013,3408,X,h,3407,,0.000293513
860,Uzbekistan,511,Total Population [1000],2000,24849,X,h,24829,,0.00080551
860,Uzbekistan,511,Total Population [1000],2001,25189,X,h,25099,,0.0035858
860,Uzbekistan,511,Total Population [1000],2002,25512,X,h,25334,,0.007026131
860,Uzbekistan,511,Total Population [1000],2003,25831,X,h,25554,,0.01083979
860,Uzbekistan,511,Total Population [1000],2004,26160,X,h,25784,,0.014582687
860,Uzbekistan,511,Total Population [1000],2005,26512,X,h,26044,,0.01796959
860,Uzbekistan,511,Total Population [1000],2006,26890,X,h,26341,,0.020842033
860,Uzbekistan,511,Total Population [1000],2007,27292,X,h,26669,,0.023360456
860,Uzbekistan,511,Total Population [1000],2008,27716,X,h,27023,,0.025644821
860,Uzbekistan,511,Total Population [1000],2009,28155,X,h,27393,,0.027817326
860,Uzbekistan,511,Total Population [1000],2010,28606,X,h,27769,,0.030141525
860,Uzbekistan,511,Total Population [1000],2011,29068,X,h,28152,,0.032537653
860,Uzbekistan,511,Total Population [1000],2012,29541,X,h,28541,,0.035037315
860,Uzbekistan,511,Total Population [1000],2013,30020,X,h,28934,,0.037533697
862,Venezuela (Bolivarian Republic of),511,Total Population [1000],2000,24488,X,h,24408,,0.003277614
862,Venezuela (Bolivarian Republic of),511,Total Population [1000],2001,24948,X,h,24870,,0.003136309
862,Venezuela (Bolivarian Republic of),511,Total Population [1000],2002,25409,X,h,25334,,0.002960448
862,Venezuela (Bolivarian Republic of),511,Total Population [1000],2003,25869,X,h,25797,,0.002791022
862,Venezuela (Bolivarian Republic of),511,Total Population [1000],2004,26327,X,h,26261,,0.002513233
862,Venezuela (Bolivarian Republic of),511,Total Population [1000],2005,26784,X,h,26726,,0.002170171
862,Venezuela (Bolivarian Republic of),511,Total Population [1000],2006,27239,X,h,27191,,0.00176529
862,Venezuela (Bolivarian Republic of),511,Total Population [1000],2007,27692,X,h,27656,,0.001301707
862,Venezuela (Bolivarian Republic of),511,Total Population [1000],2008,28142,X,h,28120,,0.000782361
862,Venezuela (Bolivarian Republic of),511,Total Population [1000],2009,28587,X,h,28583,,0.000139943
862,Venezuela (Bolivarian Republic of),511,Total Population [1000],2010,29028,X,h,29043,,-0.000516476
862,Venezuela (Bolivarian Republic of),511,Total Population [1000],2011,29463,X,h,29501,,-0.001288092
862,Venezuela (Bolivarian Republic of),511,Total Population [1000],2012,29893,X,h,29955,,-0.002069771
862,Venezuela (Bolivarian Republic of),511,Total Population [1000],2013,30318,X,h,30405,,-0.002861371
882,Samoa,511,Total Population [1000],2000,175,X,h,175,,0
882,Samoa,511,Total Population [1000],2001,176,X,h,176,,0
882,Samoa,511,Total Population [1000],2002,177,X,h,177,,0
882,Samoa,511,Total Population [1000],2003,178,X,h,178,,0
882,Samoa,511,Total Population [1000],2004,179,X,h,179,,0
882,Samoa,511,Total Population [1000],2005,180,X,h,180,,0
882,Samoa,511,Total Population [1000],2006,181,X,h,181,,0
882,Samoa,511,Total Population [1000],2007,182,X,h,182,,0
882,Samoa,511,Total Population [1000],2008,184,X,h,183,,0.005464481
882,Samoa,511,Total Population [1000],2009,185,X,h,185,,0
882,Samoa,511,Total Population [1000],2010,186,X,h,186,,0
882,Samoa,511,Total Population [1000],2011,188,X,h,187,,0.005347594
882,Samoa,511,Total Population [1000],2012,189,X,h,189,,0
882,Samoa,511,Total Population [1000],2013,191,X,h,190,,0.005263158
887,Yemen,511,Total Population [1000],2000,17875,X,h,17523,,0.020087884
887,Yemen,511,Total Population [1000],2001,18390,X,h,18030,,0.019966722
887,Yemen,511,Total Population [1000],2002,18919,X,h,18551,,0.019837206
887,Yemen,511,Total Population [1000],2003,19462,X,h,19081,,0.019967507
887,Yemen,511,Total Population [1000],2004,20017,X,h,19613,,0.020598583
887,Yemen,511,Total Population [1000],2005,20583,X,h,20140,,0.021996028
887,Yemen,511,Total Population [1000],2006,21161,X,h,20662,,0.024150615
887,Yemen,511,Total Population [1000],2007,21752,X,h,21182,,0.02690964
887,Yemen,511,Total Population [1000],2008,22356,X,h,21704,,0.030040546
887,Yemen,511,Total Population [1000],2009,22975,X,h,22230,,0.03351327
887,Yemen,511,Total Population [1000],2010,23607,X,h,22763,,0.037077714
887,Yemen,511,Total Population [1000],2011,24252,X,h,23304,,0.040679712
887,Yemen,511,Total Population [1000],2012,24910,X,h,23852,,0.044356867
887,Yemen,511,Total Population [1000],2013,25576,X,h,24407,,0.047896095
894,Zambia,511,Total Population [1000],2000,10531,X,h,10101,,0.042570043
894,Zambia,511,Total Population [1000],2001,10824,X,h,10362,,0.044585987
894,Zambia,511,Total Population [1000],2002,11120,X,h,10625,,0.046588235
894,Zambia,511,Total Population [1000],2003,11422,X,h,10895,,0.048370812
894,Zambia,511,Total Population [1000],2004,11732,X,h,11175,,0.0498434
894,Zambia,511,Total Population [1000],2005,12052,X,h,11470,,0.050741064
894,Zambia,511,Total Population [1000],2006,12383,X,h,11782,,0.051010015
894,Zambia,511,Total Population [1000],2007,12726,X,h,12110,,0.050867052
894,Zambia,511,Total Population [1000],2008,13083,X,h,12457,,0.05025287
894,Zambia,511,Total Population [1000],2009,13456,X,h,12825,,0.04920078
894,Zambia,511,Total Population [1000],2010,13850,X,h,13217,,0.047892865
894,Zambia,511,Total Population [1000],2011,14265,X,h,13634,,0.046281355
894,Zambia,511,Total Population [1000],2012,14700,X,h,14075,,0.044404973
894,Zambia,511,Total Population [1000],2013,15153,X,h,14539,,0.04223124
90,Solomon Islands,511,Total Population [1000],2000,413,X,h,412,,0.002427184
90,Solomon Islands,511,Total Population [1000],2001,424,X,h,424,,0
90,Solomon Islands,511,Total Population [1000],2002,435,X,h,435,,0
90,Solomon Islands,511,Total Population [1000],2003,447,X,h,446,,0.002242152
90,Solomon Islands,511,Total Population [1000],2004,458,X,h,458,,0
90,Solomon Islands,511,Total Population [1000],2005,470,X,h,469,,0.002132196
90,Solomon Islands,511,Total Population [1000],2006,481,X,h,481,,0
90,Solomon Islands,511,Total Population [1000],2007,493,X,h,492,,0.00203252
90,Solomon Islands,511,Total Population [1000],2008,504,X,h,504,,0
90,Solomon Islands,511,Total Population [1000],2009,516,X,h,515,,0.001941748
90,Solomon Islands,511,Total Population [1000],2010,528,X,h,526,,0.003802281
90,Solomon Islands,511,Total Population [1000],2011,540,X,h,538,,0.003717472
90,Solomon Islands,511,Total Population [1000],2012,552,X,h,550,,0.003636364
90,Solomon Islands,511,Total Population [1000],2013,564,X,h,561,,0.005347594
96,Brunei Darussalam,511,Total Population [1000],2000,333,X,h,332,,0.003012048
96,Brunei Darussalam,511,Total Population [1000],2001,340,X,h,339,,0.002949853
96,Brunei Darussalam,511,Total Population [1000],2002,347,X,h,346,,0.002890173
96,Brunei Darussalam,511,Total Population [1000],2003,353,X,h,354,,-0.002824859
96,Brunei Darussalam,511,Total Population [1000],2004,360,X,h,361,,-0.002770083
96,Brunei Darussalam,511,Total Population [1000],2005,365,X,h,368,,-0.008152174
96,Brunei Darussalam,511,Total Population [1000],2006,370,X,h,375,,-0.013333333
96,Brunei Darussalam,511,Total Population [1000],2007,375,X,h,381,,-0.015748031
96,Brunei Darussalam,511,Total Population [1000],2008,379,X,h,388,,-0.023195876
96,Brunei Darussalam,511,Total Population [1000],2009,384,X,h,394,,-0.025380711
96,Brunei Darussalam,511,Total Population [1000],2010,389,X,h,401,,-0.029925187
96,Brunei Darussalam,511,Total Population [1000],2011,394,X,h,407,,-0.031941032
96,Brunei Darussalam,511,Total Population [1000],2012,400,X,h,412,,-0.029126214
96,Brunei Darussalam,511,Total Population [1000],2013,406,X,h,418,,-0.028708134
